fips,nameState,nameCounty,abState,population,area
1001,Alabama,Autauga County,AL,54571,594.436
1003,Alabama,Baldwin County,AL,182265,1589.784
1005,Alabama,Barbour County,AL,27457,884.876
1007,Alabama,Bibb County,AL,22915,622.582
1009,Alabama,Blount County,AL,57322,644.776
1011,Alabama,Bullock County,AL,10914,622.805
1013,Alabama,Butler County,AL,20947,776.829
1015,Alabama,Calhoun County,AL,118572,605.868
1017,Alabama,Chambers County,AL,34215,596.531
1019,Alabama,Cherokee County,AL,25989,553.7
1021,Alabama,Chilton County,AL,43643,692.854
1023,Alabama,Choctaw County,AL,13859,913.5
1025,Alabama,Clarke County,AL,25833,1238.465
1027,Alabama,Clay County,AL,13932,603.961
1029,Alabama,Cleburne County,AL,14972,560.1
1031,Alabama,Coffee County,AL,49948,678.972
1033,Alabama,Colbert County,AL,54428,592.619
1035,Alabama,Conecuh County,AL,13228,850.156
1037,Alabama,Coosa County,AL,11539,650.926
1039,Alabama,Covington County,AL,37765,1030.456
1041,Alabama,Crenshaw County,AL,13906,608.84
1043,Alabama,Cullman County,AL,80406,734.841
1045,Alabama,Dale County,AL,50251,561.15
1047,Alabama,Dallas County,AL,43820,978.695
1049,Alabama,DeKalb County,AL,71109,777.093
1051,Alabama,Elmore County,AL,79303,618.485
1053,Alabama,Escambia County,AL,38319,945.08
1055,Alabama,Etowah County,AL,104430,534.991
1057,Alabama,Fayette County,AL,17241,627.66
1059,Alabama,Franklin County,AL,31704,633.821
1061,Alabama,Geneva County,AL,26790,574.408
1063,Alabama,Greene County,AL,9045,647.11
1065,Alabama,Hale County,AL,15760,643.943
1067,Alabama,Henry County,AL,17302,561.75
1069,Alabama,Houston County,AL,101547,579.824
1071,Alabama,Jackson County,AL,53227,1077.868
1073,Alabama,Jefferson County,AL,658466,1111.276
1075,Alabama,Lamar County,AL,14564,604.846
1077,Alabama,Lauderdale County,AL,92709,667.697
1079,Alabama,Lawrence County,AL,34339,690.678
1081,Alabama,Lee County,AL,140247,607.536
1083,Alabama,Limestone County,AL,82782,559.936
1085,Alabama,Lowndes County,AL,11299,715.911
1087,Alabama,Macon County,AL,21452,608.885
1089,Alabama,Madison County,AL,334811,801.593
1091,Alabama,Marengo County,AL,21027,976.882
1093,Alabama,Marion County,AL,30776,742.292
1095,Alabama,Marshall County,AL,93019,565.842
1097,Alabama,Mobile County,AL,412992,1229.435
1099,Alabama,Monroe County,AL,23068,1025.675
1101,Alabama,Montgomery County,AL,229363,784.247
1103,Alabama,Morgan County,AL,119490,579.337
1105,Alabama,Perry County,AL,10591,719.664
1107,Alabama,Pickens County,AL,19746,881.408
1109,Alabama,Pike County,AL,32899,672.094
1111,Alabama,Randolph County,AL,22913,580.55
1113,Alabama,Russell County,AL,52947,641.14
1115,Alabama,St. Clair County,AL,83593,631.902
1117,Alabama,Shelby County,AL,195085,784.93
1119,Alabama,Sumter County,AL,13763,903.887
1121,Alabama,Talladega County,AL,82291,736.775
1123,Alabama,Tallapoosa County,AL,41616,716.521
1125,Alabama,Tuscaloosa County,AL,194656,1321.755
1127,Alabama,Walker County,AL,67023,791.192
1129,Alabama,Washington County,AL,17581,1080.207
1131,Alabama,Wilcox County,AL,11670,888.498
1133,Alabama,Winston County,AL,24484,612.979
2013,Alaska,Aleutians East Borough,AK,3141,6981.943
2016,Alaska,Aleutians West Census Area,AK,5561,4390.276
2020,Alaska,Anchorage Municipality,AK,291826,1704.683
2050,Alaska,Bethel Census Area,AK,17013,40570.004
2060,Alaska,Bristol Bay Borough,AK,997,503.843
2068,Alaska,Denali Borough,AK,1826,12751.411
2070,Alaska,Dillingham Census Area,AK,4847,18568.778
2090,Alaska,Fairbanks North Star Borough,AK,97581,7338.209
2100,Alaska,Haines Borough,AK,2508,2318.6
2105,Alaska,Hoonah-Angoon Census Area,AK,2150,7524.915
2110,Alaska,Juneau City and Borough,AK,31275,2701.931
2122,Alaska,Kenai Peninsula Borough,AK,55400,16075.331
2130,Alaska,Ketchikan Gateway Borough,AK,13477,4858.414
2150,Alaska,Kodiak Island Borough,AK,13592,6549.579
2164,Alaska,Lake and Peninsula Borough,AK,1631,23652.009
2170,Alaska,Matanuska-Susitna Borough,AK,88995,24607.898
2180,Alaska,Nome Census Area,AK,9492,22961.761
2185,Alaska,North Slope Borough,AK,9430,88695.413
2188,Alaska,Northwest Arctic Borough,AK,7523,35572.584
2195,Alaska,Petersburg Census Area,AK,3815,3281.982
2198,Alaska,Prince of Wales-Hyder Census Area,AK,5559,3922.873
2220,Alaska,Sitka City and Borough,AK,8881,2870.339
2230,Alaska,Skagway Municipality,AK,968,452.325
2240,Alaska,Southeast Fairbanks Census Area,AK,7029,24768.808
2261,Alaska,Valdez-Cordova Census Area,AK,9636,34239.88
2270,Alaska,Wade Hampton Census Area,AK,7459,17081.433
2275,Alaska,Wrangell City and Borough,AK,2369,2541.483
2282,Alaska,Yakutat City and Borough,AK,662,7649.457
2290,Alaska,Yukon-Koyukuk Census Area,AK,5588,145504.789
4001,Arizona,Apache County,AZ,71518,11197.521
4003,Arizona,Cochise County,AZ,131346,6165.69
4005,Arizona,Coconino County,AZ,134421,18618.885
4007,Arizona,Gila County,AZ,53597,4757.933
4009,Arizona,Graham County,AZ,37220,4622.597
4011,Arizona,Greenlee County,AZ,8437,1843.126
4012,Arizona,La Paz County,AZ,20489,4499.629
4013,Arizona,Maricopa County,AZ,3817117,9200.143
4015,Arizona,Mohave County,AZ,200186,13311.084
4017,Arizona,Navajo County,AZ,107449,9950.422
4019,Arizona,Pima County,AZ,980263,9187.036
4021,Arizona,Pinal County,AZ,375770,5365.612
4023,Arizona,Santa Cruz County,AZ,47420,1236.916
4025,Arizona,Yavapai County,AZ,211033,8123.499
4027,Arizona,Yuma County,AZ,195751,5513.992
5001,Arkansas,Arkansas County,AR,19019,988.77
5003,Arkansas,Ashley County,AR,21853,925.349
5005,Arkansas,Baxter County,AR,41513,554.283
5007,Arkansas,Benton County,AR,221339,847.357
5009,Arkansas,Boone County,AR,36903,590.231
5011,Arkansas,Bradley County,AR,11508,649.231
5013,Arkansas,Calhoun County,AR,5368,628.581
5015,Arkansas,Carroll County,AR,27446,630.087
5017,Arkansas,Chicot County,AR,11800,644.304
5019,Arkansas,Clark County,AR,22995,866.074
5021,Arkansas,Clay County,AR,16083,639.465
5023,Arkansas,Cleburne County,AR,25970,553.692
5025,Arkansas,Cleveland County,AR,8689,597.783
5027,Arkansas,Columbia County,AR,24552,766.053
5029,Arkansas,Conway County,AR,21273,552.25
5031,Arkansas,Craighead County,AR,96443,707.206
5033,Arkansas,Crawford County,AR,61948,593.094
5035,Arkansas,Crittenden County,AR,50902,609.76
5037,Arkansas,Cross County,AR,17870,616.381
5039,Arkansas,Dallas County,AR,8116,667.386
5041,Arkansas,Desha County,AR,13008,768.152
5043,Arkansas,Drew County,AR,18509,828.356
5045,Arkansas,Faulkner County,AR,113237,647.884
5047,Arkansas,Franklin County,AR,18125,608.857
5049,Arkansas,Fulton County,AR,12245,618.194
5051,Arkansas,Garland County,AR,96024,677.781
5053,Arkansas,Grant County,AR,17853,631.809
5055,Arkansas,Greene County,AR,42090,577.699
5057,Arkansas,Hempstead County,AR,22609,727.52
5059,Arkansas,Hot Spring County,AR,32923,615.202
5061,Arkansas,Howard County,AR,13789,588.554
5063,Arkansas,Independence County,AR,36647,763.953
5065,Arkansas,Izard County,AR,13696,580.577
5067,Arkansas,Jackson County,AR,17997,633.938
5069,Arkansas,Jefferson County,AR,77435,870.746
5071,Arkansas,Johnson County,AR,25540,659.804
5073,Arkansas,Lafayette County,AR,7645,528.268
5075,Arkansas,Lawrence County,AR,17415,587.614
5077,Arkansas,Lee County,AR,10424,602.621
5079,Arkansas,Lincoln County,AR,14134,561.517
5081,Arkansas,Little River County,AR,13171,532.253
5083,Arkansas,Logan County,AR,22353,708.125
5085,Arkansas,Lonoke County,AR,68356,770.728
5087,Arkansas,Madison County,AR,15717,834.255
5089,Arkansas,Marion County,AR,16653,597.009
5091,Arkansas,Miller County,AR,43462,625.578
5093,Arkansas,Mississippi County,AR,46480,900.574
5095,Arkansas,Monroe County,AR,8149,607.122
5097,Arkansas,Montgomery County,AR,9487,779.88
5099,Arkansas,Nevada County,AR,8997,617.837
5101,Arkansas,Newton County,AR,8330,820.896
5103,Arkansas,Ouachita County,AR,26120,732.783
5105,Arkansas,Perry County,AR,10445,551.402
5107,Arkansas,Phillips County,AR,21757,695.663
5109,Arkansas,Pike County,AR,11291,600.618
5111,Arkansas,Poinsett County,AR,24583,758.389
5113,Arkansas,Polk County,AR,20662,857.679
5115,Arkansas,Pope County,AR,61754,812.548
5117,Arkansas,Prairie County,AR,8715,647.958
5119,Arkansas,Pulaski County,AR,382748,759.763
5121,Arkansas,Randolph County,AR,17969,652.191
5123,Arkansas,St. Francis County,AR,28258,634.771
5125,Arkansas,Saline County,AR,107118,723.604
5127,Arkansas,Scott County,AR,11233,892.32
5129,Arkansas,Searcy County,AR,8195,666.095
5131,Arkansas,Sebastian County,AR,125744,531.911
5133,Arkansas,Sevier County,AR,17058,565.126
5135,Arkansas,Sharp County,AR,17264,604.439
5137,Arkansas,Stone County,AR,12394,606.405
5139,Arkansas,Union County,AR,41639,1039.214
5141,Arkansas,Van Buren County,AR,17295,708.143
5143,Arkansas,Washington County,AR,203065,941.966
5145,Arkansas,White County,AR,77076,1035.075
5147,Arkansas,Woodruff County,AR,7260,586.791
5149,Arkansas,Yell County,AR,22185,929.984
6001,California,Alameda County,CA,1510271,739.017
6003,California,Alpine County,CA,1175,738.332
6005,California,Amador County,CA,38091,594.583
6007,California,Butte County,CA,220000,1636.464
6009,California,Calaveras County,CA,45578,1020.012
6011,California,Colusa County,CA,21419,1150.731
6013,California,Contra Costa County,CA,1049025,715.937
6015,California,Del Norte County,CA,28610,1006.373
6017,California,El Dorado County,CA,181058,1707.883
6019,California,Fresno County,CA,930450,5957.991
6021,California,Glenn County,CA,28122,1313.947
6023,California,Humboldt County,CA,134623,3567.987
6025,California,Imperial County,CA,174528,4176.603
6027,California,Inyo County,CA,18546,10180.879
6029,California,Kern County,CA,839631,8131.916
6031,California,Kings County,CA,152982,1389.42
6033,California,Lake County,CA,64665,1256.464
6035,California,Lassen County,CA,34895,4541.184
6037,California,Los Angeles County,CA,9818605,4057.884
6039,California,Madera County,CA,150865,2137.069
6041,California,Marin County,CA,252409,520.306
6043,California,Mariposa County,CA,18251,1448.816
6045,California,Mendocino County,CA,87841,3506.343
6047,California,Merced County,CA,255793,1934.972
6049,California,Modoc County,CA,9686,3917.77
6051,California,Mono County,CA,14202,3048.982
6053,California,Monterey County,CA,415057,3280.595
6055,California,Napa County,CA,136484,748.362
6057,California,Nevada County,CA,98764,957.772
6059,California,Orange County,CA,3010232,790.568
6061,California,Placer County,CA,348432,1407.009
6063,California,Plumas County,CA,20007,2553.043
6065,California,Riverside County,CA,2189641,7206.48
6067,California,Sacramento County,CA,1418788,964.644
6069,California,San Benito County,CA,55269,1388.71
6071,California,San Bernardino County,CA,2035210,20056.938
6073,California,San Diego County,CA,3095313,4206.63
6075,California,San Francisco County,CA,805235,46.873
6077,California,San Joaquin County,CA,685306,1391.322
6079,California,San Luis Obispo County,CA,269637,3298.567
6081,California,San Mateo County,CA,718451,448.408
6083,California,Santa Barbara County,CA,423895,2735.085
6085,California,Santa Clara County,CA,1781642,1290.1
6087,California,Santa Cruz County,CA,262382,445.17
6089,California,Shasta County,CA,177223,3775.402
6091,California,Sierra County,CA,3240,953.214
6093,California,Siskiyou County,CA,44900,6277.887
6095,California,Solano County,CA,413344,821.765
6097,California,Sonoma County,CA,483878,1575.849
6099,California,Stanislaus County,CA,514453,1494.827
6101,California,Sutter County,CA,94737,602.41
6103,California,Tehama County,CA,63463,2949.709
6105,California,Trinity County,CA,13786,3179.254
6107,California,Tulare County,CA,442179,4824.215
6109,California,Tuolumne County,CA,55365,2220.884
6111,California,Ventura County,CA,823318,1843.133
6113,California,Yolo County,CA,200849,1014.689
6115,California,Yuba County,CA,72155,631.839
8001,Colorado,Adams County,CO,441603,1167.653
8003,Colorado,Alamosa County,CO,15445,722.643
8005,Colorado,Arapahoe County,CO,572003,798.1
8007,Colorado,Archuleta County,CO,12084,1350.175
8009,Colorado,Baca County,CO,3788,2554.967
8011,Colorado,Bent County,CO,6499,1512.861
8013,Colorado,Boulder County,CO,294567,726.289
8014,Colorado,Broomfield County,CO,55889,33.034
8015,Colorado,Chaffee County,CO,17809,1013.403
8017,Colorado,Cheyenne County,CO,1836,1778.276
8019,Colorado,Clear Creek County,CO,9088,395.227
8021,Colorado,Conejos County,CO,8256,1287.391
8023,Colorado,Costilla County,CO,3524,1226.952
8025,Colorado,Crowley County,CO,5823,787.421
8027,Colorado,Custer County,CO,4255,738.625
8029,Colorado,Delta County,CO,30952,1142.05
8031,Colorado,Denver County,CO,600158,153
8033,Colorado,Dolores County,CO,2064,1067.051
8035,Colorado,Douglas County,CO,285465,840.248
8037,Colorado,Eagle County,CO,52197,1684.53
8039,Colorado,Elbert County,CO,23086,1850.847
8041,Colorado,El Paso County,CO,622263,2126.801
8043,Colorado,Fremont County,CO,46824,1533.068
8045,Colorado,Garfield County,CO,56389,2947.563
8047,Colorado,Gilpin County,CO,5441,149.896
8049,Colorado,Grand County,CO,14843,1846.33
8051,Colorado,Gunnison County,CO,15324,3239.1
8053,Colorado,Hinsdale County,CO,843,1117.251
8055,Colorado,Huerfano County,CO,6711,1591.001
8057,Colorado,Jackson County,CO,1394,1613.723
8059,Colorado,Jefferson County,CO,534543,764.208
8061,Colorado,Kiowa County,CO,1398,1767.767
8063,Colorado,Kit Carson County,CO,8270,2160.822
8065,Colorado,Lake County,CO,7310,376.911
8067,Colorado,La Plata County,CO,51334,1692.078
8069,Colorado,Larimer County,CO,299630,2596.002
8071,Colorado,Las Animas County,CO,15507,4772.672
8073,Colorado,Lincoln County,CO,5467,2577.626
8075,Colorado,Logan County,CO,22709,1838.547
8077,Colorado,Mesa County,CO,146723,3328.974
8079,Colorado,Mineral County,CO,712,875.666
8081,Colorado,Moffat County,CO,13795,4743.29
8083,Colorado,Montezuma County,CO,25535,2029.527
8085,Colorado,Montrose County,CO,41276,2240.695
8087,Colorado,Morgan County,CO,28159,1280.433
8089,Colorado,Otero County,CO,18831,1261.961
8091,Colorado,Ouray County,CO,4436,541.593
8093,Colorado,Park County,CO,16206,2193.846
8095,Colorado,Phillips County,CO,4442,687.928
8097,Colorado,Pitkin County,CO,17148,970.697
8099,Colorado,Prowers County,CO,12551,1638.395
8101,Colorado,Pueblo County,CO,159063,2386.104
8103,Colorado,Rio Blanco County,CO,6666,3220.934
8105,Colorado,Rio Grande County,CO,11982,911.958
8107,Colorado,Routt County,CO,23509,2362.026
8109,Colorado,Saguache County,CO,6108,3168.525
8111,Colorado,San Juan County,CO,699,387.488
8113,Colorado,San Miguel County,CO,7359,1286.611
8115,Colorado,Sedgwick County,CO,2379,548.041
8117,Colorado,Summit County,CO,27994,608.358
8119,Colorado,Teller County,CO,23350,557.055
8121,Colorado,Washington County,CO,4814,2518.031
8123,Colorado,Weld County,CO,252825,3987.238
8125,Colorado,Yuma County,CO,10043,2364.405
9001,Connecticut,Fairfield County,CT,916829,624.89
9003,Connecticut,Hartford County,CT,894014,735.097
9005,Connecticut,Litchfield County,CT,189927,920.56
9007,Connecticut,Middlesex County,CT,165676,369.301
9009,Connecticut,New Haven County,CT,862477,604.506
9011,Connecticut,New London County,CT,274055,664.878
9013,Connecticut,Tolland County,CT,152691,410.214
9015,Connecticut,Windham County,CT,118428,512.91
10001,Delaware,Kent County,DE,162310,586.179
10003,Delaware,New Castle County,DE,538479,426.286
10005,Delaware,Sussex County,DE,197145,936.079
11001,District of Columbia,District of Columbia,DC,601723,61.048
12001,Florida,Alachua County,FL,247336,875.02
12003,Florida,Baker County,FL,27115,585.231
12005,Florida,Bay County,FL,168852,758.459
12007,Florida,Bradford County,FL,28520,293.962
12009,Florida,Brevard County,FL,543376,1015.664
12011,Florida,Broward County,FL,1748066,1209.785
12013,Florida,Calhoun County,FL,14625,567.334
12015,Florida,Charlotte County,FL,159978,680.279
12017,Florida,Citrus County,FL,141236,581.696
12019,Florida,Clay County,FL,190865,604.36
12021,Florida,Collier County,FL,321520,1998.324
12023,Florida,Columbia County,FL,67531,797.574
12027,Florida,DeSoto County,FL,34862,637.059
12029,Florida,Dixie County,FL,16422,705.053
12031,Florida,Duval County,FL,864263,762.192
12033,Florida,Escambia County,FL,297619,656.461
12035,Florida,Flagler County,FL,95696,485.461
12037,Florida,Franklin County,FL,11549,534.725
12039,Florida,Gadsden County,FL,46389,516.332
12041,Florida,Gilchrist County,FL,16939,349.677
12043,Florida,Glades County,FL,12884,806.009
12045,Florida,Gulf County,FL,15863,564.012
12047,Florida,Hamilton County,FL,14799,513.79
12049,Florida,Hardee County,FL,27731,637.783
12051,Florida,Hendry County,FL,39140,1152.75
12053,Florida,Hernando County,FL,172778,472.539
12055,Florida,Highlands County,FL,98786,1016.615
12057,Florida,Hillsborough County,FL,1229226,1020.214
12059,Florida,Holmes County,FL,19927,478.777
12061,Florida,Indian River County,FL,138028,502.872
12063,Florida,Jackson County,FL,49746,917.76
12065,Florida,Jefferson County,FL,14761,598.095
12067,Florida,Lafayette County,FL,8870,543.411
12069,Florida,Lake County,FL,297052,938.381
12071,Florida,Lee County,FL,618754,784.513
12073,Florida,Leon County,FL,275487,666.852
12075,Florida,Levy County,FL,40801,1118.206
12077,Florida,Liberty County,FL,8365,835.562
12079,Florida,Madison County,FL,19224,695.948
12081,Florida,Manatee County,FL,322833,742.931
12083,Florida,Marion County,FL,331298,1584.546
12085,Florida,Martin County,FL,146318,543.464
12086,Florida,Miami-Dade County,FL,2496435,1897.716
12087,Florida,Monroe County,FL,73090,983.282
12089,Florida,Nassau County,FL,73314,648.639
12091,Florida,Okaloosa County,FL,180822,930.247
12093,Florida,Okeechobee County,FL,39996,768.908
12095,Florida,Orange County,FL,1145956,903.429
12097,Florida,Osceola County,FL,268685,1327.453
12099,Florida,Palm Beach County,FL,1320134,1969.763
12101,Florida,Pasco County,FL,464697,746.886
12103,Florida,Pinellas County,FL,916542,273.799
12105,Florida,Polk County,FL,602095,1797.837
12107,Florida,Putnam County,FL,74364,727.622
12109,Florida,St. Johns County,FL,190039,600.655
12111,Florida,St. Lucie County,FL,277789,571.926
12113,Florida,Santa Rosa County,FL,151372,1011.605
12115,Florida,Sarasota County,FL,379448,555.868
12117,Florida,Seminole County,FL,422718,309.221
12119,Florida,Sumter County,FL,93420,546.933
12121,Florida,Suwannee County,FL,41551,688.552
12123,Florida,Taylor County,FL,22570,1043.305
12125,Florida,Union County,FL,15535,243.556
12127,Florida,Volusia County,FL,494593,1101.032
12129,Florida,Wakulla County,FL,30776,606.419
12131,Florida,Walton County,FL,55043,1037.625
12133,Florida,Washington County,FL,24896,582.803
13001,Georgia,Appling County,GA,18236,507.081
13003,Georgia,Atkinson County,GA,8375,339.382
13005,Georgia,Bacon County,GA,11096,258.576
13007,Georgia,Baker County,GA,3451,341.944
13009,Georgia,Baldwin County,GA,45720,257.844
13011,Georgia,Banks County,GA,18395,232.091
13013,Georgia,Barrow County,GA,69367,160.309
13015,Georgia,Bartow County,GA,100157,459.544
13017,Georgia,Ben Hill County,GA,17634,250.121
13019,Georgia,Berrien County,GA,19286,451.897
13021,Georgia,Bibb County,GA,155547,249.762
13023,Georgia,Bleckley County,GA,13063,215.87
13025,Georgia,Brantley County,GA,18411,442.362
13027,Georgia,Brooks County,GA,16243,493.046
13029,Georgia,Bryan County,GA,30233,435.967
13031,Georgia,Bulloch County,GA,70217,672.809
13033,Georgia,Burke County,GA,23316,826.968
13035,Georgia,Butts County,GA,23655,184.393
13037,Georgia,Calhoun County,GA,6694,280.367
13039,Georgia,Camden County,GA,50513,613.025
13043,Georgia,Candler County,GA,10998,243.044
13045,Georgia,Carroll County,GA,110527,499.076
13047,Georgia,Catoosa County,GA,63942,162.159
13049,Georgia,Charlton County,GA,12171,773.576
13051,Georgia,Chatham County,GA,265128,426.437
13053,Georgia,Chattahoochee County,GA,11267,248.736
13055,Georgia,Chattooga County,GA,26015,313.338
13057,Georgia,Cherokee County,GA,214346,421.674
13059,Georgia,Clarke County,GA,116714,119.2
13061,Georgia,Clay County,GA,3183,195.381
13063,Georgia,Clayton County,GA,259424,141.57
13065,Georgia,Clinch County,GA,6798,800.222
13067,Georgia,Cobb County,GA,688078,339.549
13069,Georgia,Coffee County,GA,42356,575.097
13071,Georgia,Colquitt County,GA,45498,544.153
13073,Georgia,Columbia County,GA,124053,290.09
13075,Georgia,Cook County,GA,17212,227.162
13077,Georgia,Coweta County,GA,127317,440.892
13079,Georgia,Crawford County,GA,12630,324.888
13081,Georgia,Crisp County,GA,23439,272.583
13083,Georgia,Dade County,GA,16633,173.981
13085,Georgia,Dawson County,GA,22330,210.83
13087,Georgia,Decatur County,GA,27842,597.14
13089,Georgia,DeKalb County,GA,691893,267.582
13091,Georgia,Dodge County,GA,21796,495.89
13093,Georgia,Dooly County,GA,14918,391.94
13095,Georgia,Dougherty County,GA,94565,328.689
13097,Georgia,Douglas County,GA,132403,200.067
13099,Georgia,Early County,GA,11008,512.594
13101,Georgia,Echols County,GA,4034,414.894
13103,Georgia,Effingham County,GA,52250,477.7
13105,Georgia,Elbert County,GA,20166,351.055
13107,Georgia,Emanuel County,GA,22598,680.604
13109,Georgia,Evans County,GA,11000,182.853
13111,Georgia,Fannin County,GA,23682,386.723
13113,Georgia,Fayette County,GA,106567,194.342
13115,Georgia,Floyd County,GA,96317,509.911
13117,Georgia,Forsyth County,GA,175511,224.021
13119,Georgia,Franklin County,GA,22084,261.497
13121,Georgia,Fulton County,GA,920581,526.635
13123,Georgia,Gilmer County,GA,28292,426.54
13125,Georgia,Glascock County,GA,3082,143.74
13127,Georgia,Glynn County,GA,79626,419.753
13129,Georgia,Gordon County,GA,55186,355.808
13131,Georgia,Grady County,GA,25011,454.527
13133,Georgia,Greene County,GA,15994,387.435
13135,Georgia,Gwinnett County,GA,805321,430.383
13137,Georgia,Habersham County,GA,43041,276.74
13139,Georgia,Hall County,GA,179684,392.782
13141,Georgia,Hancock County,GA,9429,471.841
13143,Georgia,Haralson County,GA,28780,282.165
13145,Georgia,Harris County,GA,32024,463.869
13147,Georgia,Hart County,GA,25213,232.394
13149,Georgia,Heard County,GA,11834,296.03
13151,Georgia,Henry County,GA,203922,322.127
13153,Georgia,Houston County,GA,139900,375.541
13155,Georgia,Irwin County,GA,9538,354.343
13157,Georgia,Jackson County,GA,60485,339.663
13159,Georgia,Jasper County,GA,13900,368.165
13161,Georgia,Jeff Davis County,GA,15068,330.74
13163,Georgia,Jefferson County,GA,16930,526.485
13165,Georgia,Jenkins County,GA,8340,347.279
13167,Georgia,Johnson County,GA,9980,303.01
13169,Georgia,Jones County,GA,28669,393.933
13171,Georgia,Lamar County,GA,18317,183.5
13173,Georgia,Lanier County,GA,10078,185.261
13175,Georgia,Laurens County,GA,48434,807.296
13177,Georgia,Lee County,GA,28298,355.784
13179,Georgia,Liberty County,GA,63453,489.801
13181,Georgia,Lincoln County,GA,7996,210.38
13183,Georgia,Long County,GA,14464,400.293
13185,Georgia,Lowndes County,GA,109233,496.066
13187,Georgia,Lumpkin County,GA,29966,282.933
13189,Georgia,McDuffie County,GA,21875,257.461
13191,Georgia,McIntosh County,GA,14333,424.299
13193,Georgia,Macon County,GA,14740,400.641
13195,Georgia,Madison County,GA,28120,282.311
13197,Georgia,Marion County,GA,8742,366.003
13199,Georgia,Meriwether County,GA,21992,501.223
13201,Georgia,Miller County,GA,6125,282.421
13205,Georgia,Mitchell County,GA,23498,512.085
13207,Georgia,Monroe County,GA,26424,395.658
13209,Georgia,Montgomery County,GA,9123,239.523
13211,Georgia,Morgan County,GA,17868,347.349
13213,Georgia,Murray County,GA,39628,344.466
13215,Georgia,Muscogee County,GA,189885,216.385
13217,Georgia,Newton County,GA,99958,272.161
13219,Georgia,Oconee County,GA,32808,184.29
13221,Georgia,Oglethorpe County,GA,14899,439.012
13223,Georgia,Paulding County,GA,142324,312.219
13225,Georgia,Peach County,GA,27695,150.267
13227,Georgia,Pickens County,GA,29431,232.057
13229,Georgia,Pierce County,GA,18758,316.494
13231,Georgia,Pike County,GA,17869,216.086
13233,Georgia,Polk County,GA,41475,310.331
13235,Georgia,Pulaski County,GA,12010,249.031
13237,Georgia,Putnam County,GA,21218,344.639
13239,Georgia,Quitman County,GA,2513,151.237
13241,Georgia,Rabun County,GA,16276,369.993
13243,Georgia,Randolph County,GA,7719,428.236
13245,Georgia,Richmond County,GA,200549,324.326
13247,Georgia,Rockdale County,GA,85215,129.793
13249,Georgia,Schley County,GA,5010,166.906
13251,Georgia,Screven County,GA,14593,645.101
13253,Georgia,Seminole County,GA,8729,235.226
13255,Georgia,Spalding County,GA,64073,196.469
13257,Georgia,Stephens County,GA,26175,179.131
13259,Georgia,Stewart County,GA,6058,458.733
13261,Georgia,Sumter County,GA,32819,482.697
13263,Georgia,Talbot County,GA,6865,391.389
13265,Georgia,Taliaferro County,GA,1717,194.608
13267,Georgia,Tattnall County,GA,25520,479.403
13269,Georgia,Taylor County,GA,8906,376.686
13271,Georgia,Telfair County,GA,16500,437.303
13273,Georgia,Terrell County,GA,9315,335.439
13275,Georgia,Thomas County,GA,44720,544.596
13277,Georgia,Tift County,GA,40118,258.915
13279,Georgia,Toombs County,GA,27223,364.005
13281,Georgia,Towns County,GA,10471,166.563
13283,Georgia,Treutlen County,GA,6885,199.436
13285,Georgia,Troup County,GA,67044,413.988
13287,Georgia,Turner County,GA,8930,285.393
13289,Georgia,Twiggs County,GA,9023,358.398
13291,Georgia,Union County,GA,21356,321.926
13293,Georgia,Upson County,GA,27153,323.437
13295,Georgia,Walker County,GA,68756,446.379
13297,Georgia,Walton County,GA,83768,325.68
13299,Georgia,Ware County,GA,36312,892.461
13301,Georgia,Warren County,GA,5834,284.298
13303,Georgia,Washington County,GA,21187,678.452
13305,Georgia,Wayne County,GA,30099,641.777
13307,Georgia,Webster County,GA,2799,209.118
13309,Georgia,Wheeler County,GA,7421,295.484
13311,Georgia,White County,GA,27144,240.686
13313,Georgia,Whitfield County,GA,102599,290.464
13315,Georgia,Wilcox County,GA,9255,377.705
13317,Georgia,Wilkes County,GA,10593,469.49
13319,Georgia,Wilkinson County,GA,9563,447.308
13321,Georgia,Worth County,GA,21679,570.702
15001,Hawaii,Hawaii County,HI,185079,4028.417
15003,Hawaii,Honolulu County,HI,953207,600.743
15005,Hawaii,Kalawao County,HI,90,11.991
15007,Hawaii,Kauai County,HI,67091,619.956
15009,Hawaii,Maui County,HI,154834,1161.521
16001,Idaho,Ada County,ID,392365,1052.576
16003,Idaho,Adams County,ID,3976,1363.056
16005,Idaho,Bannock County,ID,82839,1111.988
16007,Idaho,Bear Lake County,ID,5986,974.785
16009,Idaho,Benewah County,ID,9285,776.617
16011,Idaho,Bingham County,ID,45607,2093.978
16013,Idaho,Blaine County,ID,21376,2643.586
16015,Idaho,Boise County,ID,7028,1899.237
16017,Idaho,Bonner County,ID,40877,1734.573
16019,Idaho,Bonneville County,ID,104234,1866.077
16021,Idaho,Boundary County,ID,10972,1268.56
16023,Idaho,Butte County,ID,2891,2231.667
16025,Idaho,Camas County,ID,1117,1074.493
16027,Idaho,Canyon County,ID,188923,587.37
16029,Idaho,Caribou County,ID,6963,1764.146
16031,Idaho,Cassia County,ID,22952,2565.081
16033,Idaho,Clark County,ID,982,1764.185
16035,Idaho,Clearwater County,ID,8761,2457.274
16037,Idaho,Custer County,ID,4368,4920.94
16039,Idaho,Elmore County,ID,27038,3074.738
16041,Idaho,Franklin County,ID,12786,663.645
